"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-25",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-26",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-27",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-02-28",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-01",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-02",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-25",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-26",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-27",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-28",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-29",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-30",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-03-31",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-01",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-02",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-25",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-26",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-27",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-28",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-29",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-04-30",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-01",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-02",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-25",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-26",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-27",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-28",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-29",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-30",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-05-31",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-01",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-02",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-25",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-26",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-27",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-28",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-29",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-06-30",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-01",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-02",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-25",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-26",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-27",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-28",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-29",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-30",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-07-31",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-01",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-02",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-25",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-26",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-27",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-28",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-29",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-30",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-08-31",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-01",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-02",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-03",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-04",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-05",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-06",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-07",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-08",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-09",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-10",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-11",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-12",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-13",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-14",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-15",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-16",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-17",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-18",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-19",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-20",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-21",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-22",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-23",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-24",,,,,,,,
"US1CAED0003","PLACERVILLE 3.7 SW, CA US","38.69527","-120.84895","534.9","2022-09-25",,,,,,,,
